Crop,Storage_Type,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
Sugarcane,Dry Storage,36,5.5,42.0
Pulses,Dry Storage,41,9.8,86.1
Groundnut,Ambient,80,7.4,70.7
Wheat,Dry Storage,48,12.2,68.2
Cotton,Cold Storage,137,8.6,90.2
Maize,Ambient,179,22.3,71.4
Pulses,Dry Storage,22,7.1,55.8
Groundnut,Cold Storage,100,15.8,67.6
Sugarcane,Dry Storage,97,6.4,47.5
Mango,Dry Storage,147,21.5,53.4
Mango,Ambient,88,2.7,94.8
Maize,Cold Storage,97,8.7,55.2
Tomato,Cold Storage,134,18.8,89.9
Mango,Ambient,81,21.8,62.4
Grapes,Cold Storage,113,23.4,61.3
Rice,Cold Storage,161,16.7,53.2
Rice,Cold Storage,78,20.8,87.0
Chilli,Cold Storage,50,2.3,42.4
Potato,Dry Storage,39,14.1,45.8
Apple,Ambient,71,17.9,84.8
Rice,Cold Storage,123,17.1,91.9
Onion,Cold Storage,27,23.9,74.7
Onion,Ambient,142,14.2,89.6
Tomato,Cold Storage,88,2.7,87.8
Rice,Ambient,159,13.6,80.0
Banana,Cold Storage,152,9.9,61.1
Apple,Cold Storage,60,14.5,46.0
Grapes,Cold Storage,103,14.6,69.2
Sugarcane,Dry Storage,86,3.6,60.9
Pulses,Cold Storage,31,13.4,82.8
Chilli,Cold Storage,117,21.0,84.6
Pulses,Dry Storage,60,22.6,70.7
Groundnut,Cold Storage,34,22.3,53.7
Grapes,Cold Storage,108,8.6,46.4
Pulses,Cold Storage,152,11.9,46.7
Rice,Dry Storage,134,16.8,63.7
Banana,Dry Storage,73,8.1,94.9
Maize,Ambient,167,12.5,66.0
Maize,Ambient,12,17.5,80.7
Mango,Ambient,57,16.3,93.4
Apple,Dry Storage,41,9.8,70.4
Sugarcane,Cold Storage,86,4.8,63.1
Groundnut,Cold Storage,87,13.4,71.8
Groundnut,Dry Storage,167,3.5,94.2
Tomato,Ambient,91,23.9,45.9
Mango,Dry Storage,114,22.1,83.1
Rice,Cold Storage,155,12.1,52.6
Wheat,Dry Storage,29,20.8,55.6
Banana,Cold Storage,103,8.9,83.1
Onion,Dry Storage,145,6.9,56.3
Grapes,Dry Storage,26,11.9,93.7
Banana,Ambient,135,10.9,87.1
Chilli,Cold Storage,155,7.6,65.3
Cotton,Cold Storage,128,19.9,52.3
Cotton,Dry Storage,129,14.6,67.7
Apple,Dry Storage,45,15.0,86.8
Rice,Ambient,104,10.5,72.7
Onion,Ambient,42,12.9,43.4
Groundnut,Cold Storage,66,18.9,40.3
Tomato,Ambient,25,4.9,86.7
Sugarcane,Cold Storage,60,8.4,57.6
Grapes,Ambient,106,3.7,88.1
Wheat,Cold Storage,71,12.2,75.2
Onion,Ambient,92,17.1,49.6
Mango,Ambient,62,19.5,85.0
Pulses,Ambient,98,12.7,59.0
Groundnut,Dry Storage,23,7.7,51.4
Maize,Ambient,79,20.7,76.1
Chilli,Ambient,32,9.0,94.9
Chilli,Dry Storage,46,9.3,77.1
Banana,Ambient,20,17.1,42.7
Chilli,Cold Storage,68,21.1,62.6
Sugarcane,Dry Storage,104,24.4,79.9
Apple,Dry Storage,39,19.4,46.1
Chilli,Cold Storage,72,15.6,42.0
Mango,Cold Storage,56,10.7,72.5
Cotton,Dry Storage,141,10.4,43.7
Tomato,Ambient,118,7.1,63.9
Wheat,Dry Storage,115,19.1,42.6
Groundnut,Ambient,156,19.7,67.3
Sugarcane,Dry Storage,37,10.8,42.2
Onion,Ambient,23,7.9,65.8
Maize,Cold Storage,63,6.1,83.8
Sugarcane,Dry Storage,28,12.0,82.1
Groundnut,Dry Storage,15,20.9,82.9
Tomato,Dry Storage,61,17.9,65.6
Banana,Dry Storage,168,3.1,75.7
Chilli,Ambient,32,20.3,88.9
Banana,Dry Storage,57,22.9,93.1
Chilli,Dry Storage,39,11.1,75.9
Chilli,Cold Storage,139,20.9,75.7
Onion,Cold Storage,72,13.7,78.3
Potato,Ambient,118,15.4,42.7
Groundnut,Cold Storage,95,4.8,44.7
Wheat,Cold Storage,85,3.7,47.7
Rice,Ambient,49,10.3,41.0
Apple,Ambient,167,13.0,83.3
Apple,Dry Storage,56,22.2,68.7
Banana,Cold Storage,41,7.6,79.2
Onion,Dry Storage,107,17.2,93.6
Rice,Cold Storage,5,20.6,94.7
Apple,Dry Storage,50,12.2,46.8
Sugarcane,Ambient,29,14.0,73.1
Rice,Ambient,169,16.2,76.1
Groundnut,Ambient,149,8.6,66.1
Grapes,Cold Storage,15,13.1,89.3
Pulses,Cold Storage,156,3.6,90.3
Apple,Ambient,108,24.8,58.0
Pulses,Cold Storage,172,9.9,41.6
Sugarcane,Dry Storage,37,7.7,78.9
Rice,Ambient,131,7.6,40.6
Wheat,Ambient,64,11.2,75.9
Cotton,Cold Storage,25,21.2,70.2
Apple,Ambient,49,9.2,71.2
Sugarcane,Ambient,144,3.2,86.3
Onion,Dry Storage,174,6.5,51.9
Maize,Dry Storage,174,2.4,65.6
Tomato,Cold Storage,75,18.3,91.2
Tomato,Dry Storage,125,10.0,57.8
Maize,Cold Storage,10,19.2,68.2
Banana,Dry Storage,8,8.6,80.0
Cotton,Ambient,176,2.5,90.0
Banana,Cold Storage,140,24.1,62.3
Sugarcane,Ambient,26,14.8,62.9
Tomato,Dry Storage,76,6.2,73.0
Potato,Ambient,164,21.8,79.3
Rice,Cold Storage,158,5.3,48.3
Cotton,Ambient,155,8.3,60.7
Groundnut,Cold Storage,8,15.1,92.8
Mango,Ambient,85,20.9,64.6
Cotton,Cold Storage,35,5.4,78.5
Apple,Cold Storage,130,15.6,51.4
Rice,Cold Storage,24,24.7,82.9
Mango,Ambient,12,3.1,53.8
Onion,Ambient,74,14.9,45.8
Rice,Cold Storage,74,2.0,68.8
Wheat,Ambient,39,7.2,55.7
Apple,Dry Storage,24,3.9,46.3
Rice,Ambient,140,11.6,71.5
Pulses,Ambient,62,11.0,64.3
Chilli,Dry Storage,154,18.9,91.4
Potato,Ambient,106,16.9,84.3
Pulses,Ambient,39,4.1,72.0
Tomato,Dry Storage,109,19.2,71.9
Wheat,Dry Storage,135,8.9,41.1
Apple,Cold Storage,177,15.6,74.2
Potato,Ambient,76,10.3,59.3
Cotton,Ambient,173,6.7,73.5
Sugarcane,Cold Storage,28,2.7,83.1
Chilli,Ambient,164,2.0,62.2
Sugarcane,Cold Storage,93,20.4,43.3
Banana,Ambient,93,15.3,72.3
Maize,Dry Storage,70,18.4,68.3
Banana,Dry Storage,114,20.4,60.0
Pulses,Dry Storage,117,4.9,50.7
Tomato,Ambient,91,24.0,89.9
Groundnut,Ambient,82,23.1,45.8
Apple,Cold Storage,18,13.3,89.0
Wheat,Cold Storage,139,14.6,45.5
Potato,Cold Storage,13,16.9,72.3
Onion,Dry Storage,24,19.3,40.2
Potato,Cold Storage,46,5.2,78.7
Grapes,Ambient,70,12.6,62.1
Groundnut,Cold Storage,104,6.1,67.5
Tomato,Ambient,10,15.1,92.5
Tomato,Ambient,100,3.0,54.2
Tomato,Dry Storage,92,16.8,42.5
Tomato,Cold Storage,146,9.8,71.4
Maize,Ambient,131,11.0,79.8
Wheat,Cold Storage,145,8.9,44.2
Banana,Ambient,172,14.2,79.2
Apple,Dry Storage,169,21.0,83.7
Apple,Ambient,33,3.7,58.2
Pulses,Cold Storage,126,13.0,73.9
Onion,Cold Storage,179,18.4,87.0
Grapes,Cold Storage,8,10.1,93.5
Rice,Ambient,27,9.3,66.8
Pulses,Dry Storage,83,2.7,76.2
Apple,Ambient,54,11.9,46.8
Cotton,Cold Storage,140,24.9,40.3
Chilli,Ambient,26,6.8,66.6
Grapes,Ambient,86,4.2,48.5
Groundnut,Ambient,66,6.0,69.4
Wheat,Cold Storage,5,12.1,50.3
Pulses,Dry Storage,151,17.5,83.7
Mango,Cold Storage,64,21.9,78.3
Chilli,Ambient,13,5.8,66.7
Rice,Ambient,76,8.0,47.6
Apple,Dry Storage,161,7.5,71.0
Banana,Dry Storage,157,16.3,48.5
Wheat,Dry Storage,41,21.7,53.9
Banana,Cold Storage,33,4.4,90.9
Pulses,Dry Storage,22,2.1,82.5
Wheat,Dry Storage,71,2.3,91.3
Potato,Dry Storage,134,14.5,65.2
Chilli,Cold Storage,177,3.1,52.1
Tomato,Dry Storage,5,18.4,89.2
Chilli,Ambient,129,12.4,51.2
Grapes,Dry Storage,135,4.7,79.7
Tomato,Cold Storage,38,17.8,54.0
Potato,Dry Storage,82,19.4,56.2
Cotton,Dry Storage,123,22.3,49.9
Sugarcane,Dry Storage,100,21.2,58.6
Rice,Dry Storage,52,17.2,67.7
Mango,Cold Storage,113,7.7,62.5
Groundnut,Ambient,173,6.8,61.6
Apple,Cold Storage,39,20.5,62.1
Apple,Cold Storage,78,2.1,90.0
Grapes,Ambient,176,13.9,73.2
Grapes,Dry Storage,60,17.1,68.6
Chilli,Cold Storage,70,8.1,50.4
Potato,Cold Storage,104,14.6,41.3
Mango,Dry Storage,132,12.2,60.7
Sugarcane,Cold Storage,140,2.2,71.2
Potato,Ambient,126,7.1,45.5
Potato,Ambient,24,7.4,57.0
Grapes,Cold Storage,106,10.8,93.1
Cotton,Dry Storage,93,16.8,53.0
Grapes,Dry Storage,95,3.9,93.7
Maize,Dry Storage,173,17.0,61.5
Banana,Cold Storage,111,5.2,56.0
Cotton,Ambient,39,18.0,41.1
Groundnut,Ambient,84,3.5,63.3
Maize,Cold Storage,32,3.4,50.0
Banana,Ambient,108,6.6,61.3
Onion,Dry Storage,16,11.0,94.5
Banana,Ambient,72,4.8,48.6
Grapes,Dry Storage,22,7.5,95.0
Pulses,Dry Storage,156,9.7,68.7
Groundnut,Cold Storage,157,3.4,49.9
Sugarcane,Dry Storage,35,18.9,62.5
Cotton,Ambient,108,7.0,91.0
Grapes,Ambient,170,6.2,74.7
Mango,Dry Storage,23,13.8,64.0
Grapes,Ambient,85,18.7,42.0
Banana,Cold Storage,44,12.1,82.0
Tomato,Dry Storage,15,17.6,47.6
Wheat,Ambient,80,9.7,88.4
Banana,Cold Storage,108,16.5,41.4
Banana,Cold Storage,93,24.5,57.2
Mango,Dry Storage,169,16.8,76.2
Maize,Dry Storage,110,2.6,58.1
Tomato,Cold Storage,118,8.5,63.8
Rice,Dry Storage,64,13.0,54.9
Chilli,Dry Storage,11,22.1,57.8
Onion,Ambient,148,19.1,67.7
Pulses,Dry Storage,7,2.7,76.7
Cotton,Cold Storage,173,11.2,75.3
Mango,Ambient,141,8.8,73.5
Rice,Dry Storage,81,4.8,88.3
Wheat,Cold Storage,94,16.3,78.3
Potato,Cold Storage,160,5.9,51.1
Tomato,Ambient,112,15.1,62.9
Wheat,Cold Storage,53,18.7,71.1
Apple,Cold Storage,79,8.7,42.2
Banana,Ambient,179,14.5,78.7
Chilli,Ambient,20,10.7,65.0
Pulses,Ambient,87,4.1,91.7
Tomato,Ambient,116,19.9,94.9
Chilli,Dry Storage,177,7.5,82.0
Tomato,Ambient,42,8.2,61.3
Chilli,Cold Storage,70,21.4,92.0
Maize,Ambient,171,15.3,77.0
Tomato,Cold Storage,45,10.6,90.3
Groundnut,Cold Storage,117,4.6,70.5
Grapes,Dry Storage,64,5.0,60.2
Groundnut,Dry Storage,74,6.4,56.8
Groundnut,Cold Storage,157,12.2,85.8
Chilli,Cold Storage,82,12.8,78.2
Tomato,Cold Storage,45,10.0,77.2
Onion,Dry Storage,136,10.6,46.6
Potato,Dry Storage,25,6.8,44.4
Cotton,Ambient,151,22.7,61.7
Groundnut,Cold Storage,125,23.9,69.8
Sugarcane,Dry Storage,110,4.1,83.2
Banana,Cold Storage,49,17.0,41.1
Banana,Cold Storage,139,13.9,74.0
Banana,Dry Storage,62,24.5,77.3
Sugarcane,Cold Storage,26,24.2,75.8
Groundnut,Dry Storage,173,15.2,60.5
Groundnut,Cold Storage,77,17.2,89.8
Grapes,Cold Storage,41,5.6,55.6
Apple,Cold Storage,123,4.9,64.0
Cotton,Ambient,37,14.6,74.1
Rice,Dry Storage,34,12.1,92.3
Onion,Dry Storage,31,4.2,64.3
Mango,Ambient,20,18.2,44.9
Tomato,Cold Storage,47,22.8,72.7
Mango,Dry Storage,103,24.3,81.3
Rice,Dry Storage,50,22.9,50.7
Banana,Dry Storage,7,19.5,64.0
Mango,Dry Storage,66,23.6,77.5
Grapes,Ambient,102,10.0,67.1
Sugarcane,Ambient,36,19.2,76.0
Potato,Ambient,30,10.8,76.4
Wheat,Cold Storage,19,15.3,58.8
Mango,Dry Storage,111,21.1,55.7
Cotton,Dry Storage,141,15.7,67.7
Apple,Dry Storage,11,14.8,73.9
Cotton,Dry Storage,119,24.5,77.8
Wheat,Dry Storage,26,13.1,58.6
Wheat,Ambient,141,21.6,57.0
Sugarcane,Cold Storage,92,23.9,56.4
Groundnut,Dry Storage,119,20.5,76.2
Pulses,Cold Storage,60,22.0,94.2
Banana,Cold Storage,19,6.6,86.9
Potato,Cold Storage,8,5.7,53.1
Groundnut,Cold Storage,91,13.5,91.9
Tomato,Cold Storage,163,20.9,41.5
Banana,Dry Storage,138,20.4,73.3
Apple,Cold Storage,5,6.1,72.9
Maize,Dry Storage,7,11.8,51.9
Chilli,Dry Storage,19,19.5,82.2
Mango,Dry Storage,179,3.3,73.2
Cotton,Dry Storage,117,23.1,92.7
Potato,Cold Storage,170,7.9,48.4
Mango,Ambient,156,23.0,85.9
Mango,Ambient,144,13.3,57.9
Grapes,Dry Storage,59,2.2,64.6
Grapes,Dry Storage,85,6.8,76.0
Mango,Dry Storage,139,7.1,55.0
Grapes,Dry Storage,55,11.5,87.7
Potato,Ambient,165,2.7,83.8
Banana,Dry Storage,82,6.4,80.2
Grapes,Dry Storage,21,10.9,71.8
Banana,Dry Storage,128,15.0,49.4
Apple,Dry Storage,114,21.9,47.0
Banana,Cold Storage,9,17.9,73.6
Pulses,Dry Storage,168,9.2,78.1
Pulses,Dry Storage,79,20.2,65.8
Groundnut,Dry Storage,120,24.5,50.3
Onion,Cold Storage,148,22.5,64.8
Rice,Ambient,103,22.6,52.1
Cotton,Cold Storage,58,14.2,74.6
Maize,Dry Storage,147,18.3,72.9
Maize,Cold Storage,14,4.3,59.2
Maize,Dry Storage,175,20.9,54.5
Sugarcane,Ambient,138,4.8,45.9
Grapes,Ambient,11,24.8,94.8
Maize,Dry Storage,47,20.6,74.2
Sugarcane,Cold Storage,144,12.6,77.8
Onion,Ambient,113,13.1,85.3
Mango,Dry Storage,148,4.1,47.1
Cotton,Dry Storage,152,3.2,54.7
Grapes,Cold Storage,139,8.8,84.7
Tomato,Ambient,87,21.6,64.6
Potato,Dry Storage,22,8.5,43.0
Rice,Cold Storage,98,11.1,92.5
Tomato,Cold Storage,23,25.0,54.4
Onion,Cold Storage,152,5.4,50.7
Chilli,Ambient,39,17.7,64.6
Rice,Ambient,121,17.0,47.3
Maize,Cold Storage,168,16.8,64.9
Pulses,Dry Storage,99,8.0,82.8
Onion,Cold Storage,80,7.7,45.4
Banana,Cold Storage,176,21.9,91.6
Grapes,Cold Storage,30,8.1,75.5
Mango,Ambient,73,22.8,42.3
Wheat,Ambient,175,9.5,62.1
Rice,Cold Storage,145,17.0,61.2
Chilli,Dry Storage,155,23.3,91.1
Chilli,Ambient,35,5.4,53.1
Banana,Dry Storage,25,18.2,78.0
Cotton,Dry Storage,35,3.0,76.4
Maize,Cold Storage,145,22.8,89.1
Tomato,Cold Storage,7,6.7,59.3
Banana,Cold Storage,106,6.0,82.9
Apple,Ambient,72,19.0,48.7
Banana,Cold Storage,80,8.9,72.6
Mango,Ambient,119,8.8,67.8
Cotton,Cold Storage,129,2.1,91.5
Apple,Cold Storage,107,9.9,87.9
Mango,Dry Storage,9,7.6,68.1
Sugarcane,Cold Storage,56,3.3,61.4
Cotton,Ambient,166,7.5,41.0
Cotton,Cold Storage,34,14.2,40.9
Wheat,Ambient,165,2.6,55.1
Maize,Dry Storage,123,10.3,50.6
Mango,Dry Storage,91,4.5,64.3
Apple,Dry Storage,173,2.2,52.1
Rice,Cold Storage,166,12.8,59.6
Chilli,Dry Storage,28,8.5,49.4
Banana,Dry Storage,51,9.4,89.5
Chilli,Dry Storage,158,19.5,48.1
Apple,Ambient,118,23.5,74.7
Banana,Cold Storage,66,23.6,73.5
Onion,Ambient,47,20.5,45.7
Maize,Cold Storage,86,17.8,50.1
Maize,Cold Storage,49,12.7,66.8
Sugarcane,Cold Storage,83,7.9,53.7
Tomato,Cold Storage,8,2.7,72.8
Pulses,Dry Storage,89,14.8,53.4
Pulses,Ambient,92,6.1,42.5
Apple,Ambient,80,13.5,64.3
Banana,Dry Storage,53,21.0,42.5
Apple,Ambient,13,11.8,68.8
Tomato,Cold Storage,116,2.8,84.6
Maize,Ambient,96,10.5,44.9
Tomato,Cold Storage,48,2.4,68.9
Onion,Cold Storage,75,14.3,90.0
Groundnut,Dry Storage,33,15.0,80.5
Apple,Ambient,154,7.4,81.6
Pulses,Cold Storage,97,7.9,45.4
Cotton,Ambient,22,13.5,48.6
Grapes,Cold Storage,110,9.4,66.6
Banana,Dry Storage,38,15.9,95.0
Apple,Dry Storage,174,3.7,64.2
Potato,Cold Storage,75,7.1,47.1
Groundnut,Cold Storage,68,9.1,52.4
Sugarcane,Cold Storage,21,9.6,85.4
Pulses,Dry Storage,57,17.4,61.1
Banana,Ambient,111,14.8,76.2
Rice,Ambient,102,7.4,43.9
Wheat,Cold Storage,130,15.2,61.3
Groundnut,Dry Storage,153,20.1,69.5
Mango,Dry Storage,143,16.2,45.2
Maize,Ambient,175,15.3,66.0
Maize,Dry Storage,141,2.9,89.2
Sugarcane,Dry Storage,171,22.7,93.8
Pulses,Ambient,46,5.1,78.2
Pulses,Ambient,48,8.6,52.1
Wheat,Cold Storage,78,24.0,60.2
Cotton,Cold Storage,99,7.4,42.4
Cotton,Ambient,75,10.3,73.9
Onion,Dry Storage,89,14.2,55.1
Banana,Ambient,152,16.6,62.3
Onion,Cold Storage,25,20.4,93.7
Grapes,Ambient,51,23.2,54.8
Tomato,Dry Storage,152,9.5,71.1
Rice,Dry Storage,86,10.4,81.4
Apple,Cold Storage,142,21.6,42.6
Rice,Dry Storage,64,18.9,80.0
Onion,Dry Storage,91,11.5,61.8
Grapes,Ambient,13,3.1,61.6
Tomato,Ambient,169,19.9,71.7
Sugarcane,Cold Storage,170,2.9,63.4
Pulses,Ambient,147,14.2,65.7
Pulses,Ambient,127,20.7,70.3
Banana,Ambient,91,21.3,54.8
Grapes,Cold Storage,168,23.4,52.5
Maize,Ambient,15,10.5,73.5
Mango,Ambient,149,23.1,80.0
Groundnut,Ambient,88,19.0,68.6
Grapes,Ambient,13,19.5,93.6
Chilli,Cold Storage,73,7.8,53.3
Potato,Cold Storage,88,18.2,59.7
Wheat,Cold Storage,5,16.7,72.7
Onion,Ambient,163,5.5,46.7
Groundnut,Cold Storage,44,14.2,63.7
Apple,Dry Storage,62,6.7,70.3
Wheat,Dry Storage,58,12.7,52.1
Mango,Dry Storage,117,6.2,59.9
Grapes,Cold Storage,99,2.7,63.6
Grapes,Dry Storage,153,5.4,65.9
Potato,Cold Storage,105,7.3,92.9
Sugarcane,Dry Storage,155,7.4,52.8
Groundnut,Dry Storage,84,19.3,90.4
Banana,Ambient,49,23.7,72.2
Banana,Dry Storage,175,15.6,61.1
Mango,Ambient,73,21.1,58.0
Wheat,Dry Storage,172,24.4,40.1
Apple,Ambient,124,18.7,64.6
Mango,Dry Storage,34,8.6,80.6
Chilli,Ambient,16,12.0,70.2
Tomato,Ambient,150,11.4,57.2
Rice,Dry Storage,97,6.2,62.9
Pulses,Dry Storage,149,18.1,87.2
Grapes,Ambient,13,9.6,69.4
Pulses,Ambient,42,8.2,79.8
Maize,Cold Storage,28,20.2,90.6
Maize,Cold Storage,143,7.8,72.7
Banana,Cold Storage,133,16.4,45.0
Sugarcane,Cold Storage,74,8.6,94.0
Grapes,Dry Storage,158,16.8,45.9
Maize,Ambient,163,5.4,88.2
Cotton,Dry Storage,157,9.5,48.7
Onion,Cold Storage,66,9.8,75.7
Tomato,Cold Storage,49,9.2,81.3
Maize,Ambient,61,7.6,76.3
Groundnut,Ambient,98,5.5,68.2
Banana,Cold Storage,107,4.7,40.7
Grapes,Dry Storage,105,15.2,88.6
Banana,Dry Storage,53,5.1,81.9
Rice,Ambient,179,9.7,62.8
Cotton,Ambient,29,9.1,69.8
Chilli,Dry Storage,158,7.4,75.4
Cotton,Dry Storage,23,2.1,68.4
Cotton,Cold Storage,152,6.8,77.5
Onion,Ambient,138,18.8,65.6
Wheat,Dry Storage,50,12.2,72.7
Cotton,Cold Storage,92,12.0,90.1
Sugarcane,Cold Storage,93,15.5,85.2
Maize,Ambient,21,7.2,83.6
Wheat,Ambient,71,5.4,43.6
Potato,Dry Storage,140,11.9,84.0
Onion,Dry Storage,126,21.2,86.6
Tomato,Cold Storage,175,18.5,75.7
Grapes,Ambient,30,12.0,73.8
Cotton,Cold Storage,123,7.7,91.1
Mango,Dry Storage,30,17.9,73.4
Potato,Ambient,52,20.4,68.9
Apple,Ambient,159,3.0,70.7
Pulses,Dry Storage,43,9.0,60.5
Onion,Dry Storage,172,11.0,42.9
Grapes,Dry Storage,53,23.5,79.8
Maize,Dry Storage,94,8.5,68.3
Potato,Ambient,57,7.5,74.6
Groundnut,Cold Storage,144,23.5,91.4
Rice,Dry Storage,31,15.9,42.1
Cotton,Ambient,175,20.3,78.1
Groundnut,Dry Storage,73,8.5,61.6
Banana,Dry Storage,171,15.7,73.5
Wheat,Ambient,58,19.8,51.7
Banana,Cold Storage,10,22.9,46.8
Rice,Dry Storage,122,24.6,91.1
Chilli,Cold Storage,7,6.3,85.8
Wheat,Ambient,154,19.8,79.8
Grapes,Ambient,68,8.0,87.9
Sugarcane,Dry Storage,68,22.3,72.0
Maize,Dry Storage,155,4.2,62.9
Cotton,Dry Storage,107,23.6,41.6
Mango,Dry Storage,64,23.7,62.3
Pulses,Cold Storage,116,9.4,86.7
Mango,Cold Storage,45,10.8,40.5
Chilli,Cold Storage,80,2.1,78.8
Grapes,Ambient,67,20.9,90.4
Pulses,Ambient,62,14.8,41.3
Onion,Cold Storage,92,2.6,55.1
Cotton,Cold Storage,102,24.1,54.5
Pulses,Ambient,120,9.2,87.9
Chilli,Cold Storage,156,2.8,84.9
Chilli,Cold Storage,41,20.2,80.4
Apple,Cold Storage,146,6.0,93.7
Mango,Ambient,47,18.7,52.5
Tomato,Cold Storage,132,14.7,84.3
Apple,Cold Storage,101,23.7,43.4
Grapes,Dry Storage,133,18.9,94.9
Pulses,Ambient,174,8.2,60.5
Pulses,Cold Storage,101,24.3,77.8
Rice,Cold Storage,6,18.3,81.7
Grapes,Dry Storage,93,6.6,48.3
Sugarcane,Cold Storage,52,18.6,45.4
Grapes,Ambient,141,17.4,66.0
Wheat,Dry Storage,67,16.3,51.1
Mango,Dry Storage,51,5.7,40.1
Banana,Dry Storage,83,2.7,84.5
Pulses,Cold Storage,39,10.3,43.9
Banana,Dry Storage,79,6.2,79.3
Pulses,Dry Storage,85,8.7,81.3
Grapes,Ambient,65,20.6,63.2
Tomato,Dry Storage,47,17.4,40.7
Chilli,Cold Storage,162,22.4,43.1
Chilli,Dry Storage,100,19.4,64.6
Cotton,Ambient,51,12.9,77.5
Mango,Cold Storage,130,4.6,72.3
Maize,Dry Storage,163,12.8,70.7
Apple,Ambient,140,12.7,92.3
Apple,Cold Storage,26,2.1,75.8
Mango,Cold Storage,19,5.9,69.4
Wheat,Ambient,13,23.0,59.7
Chilli,Dry Storage,156,15.2,41.0
Apple,Dry Storage,166,18.7,88.8
Groundnut,Cold Storage,78,12.0,69.4
Banana,Cold Storage,176,9.4,93.2
Tomato,Dry Storage,136,7.5,70.0
Potato,Cold Storage,170,13.7,75.9
Maize,Dry Storage,41,14.5,76.8
Cotton,Ambient,14,17.5,47.1
Grapes,Dry Storage,136,15.3,55.2
Grapes,Cold Storage,35,24.1,62.6
Cotton,Dry Storage,130,3.4,51.8
Cotton,Ambient,84,19.0,74.1
Banana,Dry Storage,100,6.4,69.9
Apple,Cold Storage,43,17.8,89.4
Onion,Cold Storage,114,9.5,45.0
Banana,Dry Storage,85,13.7,78.9
Wheat,Ambient,147,19.9,94.4
Wheat,Dry Storage,133,4.0,61.1
Tomato,Dry Storage,110,2.6,75.2
Onion,Dry Storage,57,21.1,53.0
Grapes,Ambient,166,5.8,75.6
Cotton,Ambient,151,23.1,94.0
Mango,Dry Storage,115,17.6,43.6
Pulses,Cold Storage,139,5.4,48.6
Chilli,Cold Storage,70,3.2,67.7
Sugarcane,Ambient,164,17.1,74.4
Mango,Ambient,150,8.2,62.8
Sugarcane,Cold Storage,93,10.8,68.2
Banana,Dry Storage,46,4.6,83.7
Wheat,Dry Storage,115,22.9,82.3
Apple,Ambient,103,16.6,63.6
Grapes,Ambient,128,20.3,58.0
Sugarcane,Dry Storage,92,20.3,84.5
Wheat,Cold Storage,91,2.2,77.7
Banana,Dry Storage,21,9.4,44.0
Mango,Dry Storage,89,5.0,66.8
Onion,Cold Storage,56,18.7,65.4
Tomato,Dry Storage,105,24.3,65.2
Pulses,Dry Storage,113,18.3,68.5
Banana,Dry Storage,17,24.3,43.3
Potato,Cold Storage,101,6.3,90.2
Cotton,Dry Storage,87,6.6,44.5
Sugarcane,Ambient,78,10.6,78.3
Tomato,Cold Storage,121,24.2,46.8
Grapes,Dry Storage,113,4.2,69.5
Cotton,Ambient,143,7.6,80.0
Chilli,Cold Storage,45,6.1,62.3
Mango,Cold Storage,92,20.0,74.2
Banana,Cold Storage,57,10.3,89.1
Banana,Cold Storage,136,11.8,93.0
Groundnut,Ambient,28,14.1,69.8
Mango,Dry Storage,126,24.4,91.2
Banana,Cold Storage,174,13.8,52.6
Maize,Ambient,91,20.4,90.4
Maize,Dry Storage,119,4.6,78.9
Mango,Cold Storage,114,13.1,81.7
Rice,Cold Storage,124,21.5,72.4
Chilli,Dry Storage,131,8.8,59.6
Onion,Ambient,38,9.4,49.0
Onion,Dry Storage,80,21.2,56.3
Wheat,Ambient,153,9.8,73.3
Onion,Dry Storage,151,17.2,87.3
Chilli,Cold Storage,114,19.8,88.1
Wheat,Cold Storage,102,5.7,90.6
Sugarcane,Dry Storage,123,13.6,53.1
Potato,Cold Storage,56,18.4,40.3
Grapes,Dry Storage,28,11.0,48.7
Onion,Ambient,172,4.4,81.8
Rice,Ambient,17,12.2,76.5
Grapes,Ambient,22,21.3,41.3
Wheat,Ambient,86,13.2,56.2
Apple,Ambient,134,24.9,84.5
Banana,Dry Storage,38,14.0,73.5
Wheat,Cold Storage,151,18.9,78.0
Cotton,Ambient,112,12.9,47.9
Mango,Cold Storage,124,24.9,74.6
Banana,Ambient,137,24.9,55.9
Pulses,Cold Storage,136,12.5,90.1
Grapes,Cold Storage,67,9.1,91.9
Rice,Dry Storage,47,10.8,82.8
Banana,Ambient,100,20.3,85.5
Apple,Ambient,66,19.8,53.1
Potato,Dry Storage,36,4.4,67.1
Sugarcane,Cold Storage,134,16.7,49.9
Potato,Cold Storage,99,17.0,89.3
Apple,Cold Storage,18,6.8,71.0
Cotton,Ambient,124,17.0,61.7
Pulses,Ambient,33,17.9,93.5
Wheat,Ambient,67,21.6,75.0
Tomato,Dry Storage,108,18.7,57.1
Onion,Cold Storage,44,23.2,93.7
Grapes,Cold Storage,22,14.2,66.9
Onion,Dry Storage,49,12.5,56.2
Grapes,Cold Storage,131,12.0,45.0
Banana,Ambient,59,6.4,69.5
Wheat,Ambient,40,21.9,73.5
Banana,Dry Storage,110,7.0,45.6
Sugarcane,Cold Storage,127,17.0,52.4
Grapes,Ambient,97,8.0,71.4
Pulses,Ambient,108,10.6,87.9
Sugarcane,Dry Storage,125,17.1,59.0
