Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
apple,Rabi,158,12.4,81.5
sugarcane,Zaid,2,23.5,78.6
soybean,Zaid,129,22.1,55.2
apple,Kharif,85,9.0,84.9
onion,Zaid,111,14.6,79.0
brinjal,Zaid,13,21.3,73.9
apple,Rabi,169,8.8,60.8
groundnut,Zaid,118,20.6,67.2
maize,Rabi,177,9.2,69.2
grapes,Kharif,6,9.6,75.0
cauliflower,Zaid,10,13.7,79.5
wheat,Rabi,240,11.3,84.7
onion,Kharif,153,9.1,70.2
banana,Kharif,7,12.2,60.8
brinjal,Rabi,16,12.3,82.3
maize,Kharif,180,21.7,83.9
groundnut,Kharif,196,20.8,82.2
groundnut,Zaid,217,24.5,88.4
cotton,Zaid,302,20.0,56.7
chilli,Rabi,32,13.9,87.1
potato,Rabi,104,21.3,78.3
cauliflower,Kharif,19,23.4,88.7
tomato,Kharif,9,22.4,74.0
sugarcane,Kharif,2,14.2,75.3
mango,Zaid,20,12.0,81.1
pulses,Rabi,271,9.8,79.7
sugarcane,Zaid,4,17.8,57.6
groundnut,Zaid,139,12.1,78.5
chilli,Kharif,27,19.3,64.8
brinjal,Rabi,11,13.9,70.7
mango,Zaid,21,19.8,89.3
mango,Zaid,11,18.7,73.7
rice,Kharif,245,15.1,61.7
banana,Kharif,7,9.6,60.6
apple,Kharif,58,16.3,89.7
chilli,Rabi,24,10.8,55.4
pulses,Kharif,153,14.0,71.6
rice,Zaid,264,13.6,70.3
cabbage,Rabi,21,11.1,64.6
onion,Zaid,110,21.4,55.2
sugarcane,Kharif,2,16.8,63.7
grapes,Rabi,9,10.1,75.9
groundnut,Rabi,126,10.1,63.3
maize,Zaid,166,17.9,62.5
grapes,Rabi,20,22.3,71.5
onion,Zaid,107,21.5,77.5
orange,Kharif,75,14.8,83.5
banana,Kharif,7,10.9,61.9
tomato,Zaid,7,13.0,67.4
cabbage,Kharif,17,9.2,85.3
maize,Rabi,188,17.3,61.2
mango,Zaid,21,10.6,77.3
onion,Zaid,129,13.2,85.0
apple,Kharif,99,13.3,63.9
tomato,Rabi,7,24.5,77.0
rice,Rabi,265,9.2,83.0
apple,Kharif,81,11.6,55.3
cabbage,Kharif,21,11.7,66.0
sugarcane,Zaid,2,9.4,74.0
grapes,Rabi,15,18.2,74.9
sugarcane,Zaid,6,20.0,71.2
banana,Kharif,7,8.3,86.6
cabbage,Kharif,13,21.3,74.7
orange,Rabi,67,23.5,77.6
soybean,Kharif,141,13.9,62.1
sugarcane,Rabi,7,22.0,89.9
chilli,Rabi,32,17.0,63.1
apple,Rabi,89,24.6,78.5
cauliflower,Zaid,12,23.6,71.8
soybean,Zaid,117,17.4,87.5
pulses,Zaid,173,19.1,79.6
mango,Zaid,20,10.9,79.8
pulses,Rabi,169,14.5,68.7
cabbage,Kharif,19,16.4,86.0
sugarcane,Kharif,4,23.0,89.8
rice,Rabi,148,13.0,64.6
pulses,Rabi,277,16.1,77.2
banana,Zaid,7,19.4,76.7
tomato,Rabi,12,8.1,58.5
rice,Zaid,198,23.6,67.2
potato,Kharif,106,21.0,88.5
tomato,Rabi,4,17.0,69.2
soybean,Rabi,124,9.5,82.9
groundnut,Zaid,134,14.5,70.3
cabbage,Zaid,16,19.9,63.4
tomato,Kharif,10,14.1,84.7
chilli,Kharif,22,14.8,81.0
orange,Kharif,57,17.7,82.7
cabbage,Rabi,18,14.4,69.8
wheat,Rabi,266,9.1,89.8
groundnut,Zaid,162,14.9,79.1
banana,Kharif,7,20.5,81.9
banana,Zaid,7,13.5,75.5
soybean,Zaid,162,9.7,68.9
rice,Zaid,134,19.6,71.2
wheat,Zaid,268,12.1,62.1
mango,Zaid,14,10.5,89.8
mango,Zaid,11,18.1,61.3
orange,Rabi,78,10.2,76.3
sugarcane,Zaid,3,13.2,82.8
cabbage,Rabi,16,9.3,77.6
cauliflower,Rabi,18,10.2,57.3
sugarcane,Kharif,2,20.2,85.4
soybean,Zaid,77,15.5,67.3
soybean,Kharif,97,15.0,81.7
soybean,Rabi,101,13.7,61.0
tomato,Zaid,10,15.9,78.1
banana,Rabi,7,21.2,82.1
grapes,Kharif,17,13.3,61.2
sugarcane,Zaid,5,15.4,55.1
orange,Rabi,82,14.3,76.7
potato,Kharif,100,15.4,89.5
apple,Kharif,106,19.5,76.9
potato,Kharif,48,8.1,59.1
onion,Rabi,177,19.7,64.5
groundnut,Zaid,160,19.0,76.7
pulses,Rabi,355,18.1,83.1
cauliflower,Rabi,22,17.0,59.9
grapes,Zaid,6,17.6,82.1
chilli,Zaid,23,11.9,74.3
pulses,Kharif,162,8.3,89.2
chilli,Kharif,23,10.8,59.8
rice,Kharif,197,19.2,64.8
rice,Kharif,173,24.7,81.2
banana,Rabi,7,10.3,56.6
cabbage,Rabi,15,22.9,68.3
apple,Zaid,88,23.9,74.1
groundnut,Zaid,199,22.4,56.5
apple,Zaid,69,22.5,74.0
rice,Kharif,141,17.2,75.8
cauliflower,Rabi,24,10.4,69.8
onion,Rabi,82,24.9,86.7
orange,Zaid,33,10.4,89.3
soybean,Zaid,105,24.0,78.1
grapes,Zaid,15,23.6,67.8
rice,Kharif,253,14.2,83.3
brinjal,Zaid,11,16.3,55.3
chilli,Kharif,22,14.0,57.4
maize,Kharif,128,14.0,84.6
tomato,Rabi,12,11.4,62.4
sugarcane,Kharif,4,15.6,59.7
orange,Kharif,70,19.8,85.6
banana,Kharif,7,11.3,62.6
tomato,Kharif,6,24.0,63.2
rice,Rabi,269,22.0,57.3
tomato,Rabi,8,17.7,87.5
pulses,Rabi,240,16.7,69.3
pulses,Zaid,178,22.1,83.5
onion,Rabi,81,18.2,68.5
tomato,Rabi,8,17.9,82.1
chilli,Zaid,29,8.7,58.9
grapes,Rabi,16,9.2,64.8
rice,Rabi,289,8.1,63.1
rice,Zaid,133,8.5,76.4
onion,Kharif,83,23.0,74.9
rice,Rabi,189,24.2,64.7
apple,Rabi,157,24.7,66.6
potato,Kharif,79,15.3,65.2
sugarcane,Rabi,7,19.3,63.0
potato,Kharif,105,24.2,80.4
orange,Rabi,69,8.8,75.4
mango,Zaid,8,8.8,74.2
wheat,Rabi,198,13.6,68.9
banana,Kharif,7,23.5,70.6
sugarcane,Zaid,4,15.1,88.5
pulses,Zaid,171,14.1,86.4
potato,Rabi,93,24.2,64.2
apple,Rabi,126,14.2,71.6
brinjal,Zaid,13,21.4,69.6
tomato,Rabi,6,24.3,67.5
cotton,Kharif,421,15.0,58.7
tomato,Zaid,7,15.5,77.8
banana,Kharif,7,16.9,55.5
orange,Kharif,30,16.0,82.6
soybean,Zaid,158,16.6,62.4
banana,Kharif,7,21.2,80.5
groundnut,Kharif,98,23.1,81.9
potato,Zaid,110,18.4,69.0
cotton,Rabi,310,10.7,70.9
soybean,Rabi,128,15.6,63.4
wheat,Rabi,225,20.0,59.3
sugarcane,Kharif,2,13.9,63.2
mango,Zaid,13,13.4,74.9
grapes,Kharif,7,9.5,57.8
soybean,Rabi,168,10.1,83.4
chilli,Kharif,20,8.7,60.6
maize,Kharif,103,19.7,89.4
tomato,Kharif,7,18.5,67.8
groundnut,Rabi,182,10.2,81.0
brinjal,Zaid,13,18.6,79.3
cabbage,Zaid,19,22.5,82.1
potato,Rabi,60,22.0,66.3
maize,Kharif,194,9.5,70.2
chilli,Zaid,30,14.3,87.2
grapes,Zaid,10,11.7,85.1
groundnut,Zaid,137,17.7,55.4
sugarcane,Kharif,2,15.7,80.4
cotton,Kharif,424,10.2,83.9
wheat,Kharif,158,21.0,84.3
pulses,Rabi,246,8.5,80.2
mango,Zaid,10,22.6,66.6
potato,Zaid,92,12.9,76.3
mango,Zaid,16,15.8,60.5
cotton,Kharif,240,14.8,70.3
mango,Zaid,10,13.4,66.9
grapes,Zaid,10,15.1,57.1
wheat,Zaid,188,24.8,84.1
chilli,Zaid,22,15.7,77.4
orange,Zaid,63,13.7,56.6
cabbage,Rabi,28,22.1,76.3
apple,Kharif,53,18.2,68.1
cotton,Zaid,303,14.8,78.0
tomato,Zaid,11,13.3,67.7
brinjal,Rabi,17,24.2,72.1
potato,Rabi,95,18.2,87.0
sugarcane,Kharif,2,8.5,60.1
cabbage,Rabi,22,9.5,63.6
groundnut,Kharif,136,23.9,78.9
pulses,Kharif,166,8.8,56.0
brinjal,Kharif,16,15.4,56.8
soybean,Rabi,170,9.5,69.4
brinjal,Zaid,17,14.0,62.2
sugarcane,Zaid,2,14.2,82.3
sugarcane,Zaid,4,15.6,57.9
grapes,Zaid,11,24.3,63.1
potato,Rabi,105,11.8,79.5
soybean,Rabi,142,11.2,74.8
orange,Rabi,52,11.7,71.4
sugarcane,Zaid,2,21.4,70.4
wheat,Zaid,195,22.2,70.8
orange,Zaid,56,14.3,84.3
mango,Zaid,10,21.2,62.3
apple,Kharif,111,21.8,77.6
cauliflower,Rabi,23,18.9,81.1
onion,Rabi,116,22.1,73.6
chilli,Kharif,35,24.3,57.3
grapes,Kharif,10,8.1,73.8
rice,Zaid,178,21.0,78.6
cabbage,Zaid,12,19.7,85.7
cauliflower,Kharif,16,17.7,55.2
cauliflower,Rabi,11,17.6,70.3
sugarcane,Kharif,3,14.4,73.8
brinjal,Zaid,7,20.4,83.7
groundnut,Kharif,163,14.5,67.9
tomato,Zaid,10,23.1,63.8
cotton,Kharif,258,23.8,82.6
tomato,Rabi,6,13.7,77.9
cauliflower,Rabi,20,16.0,61.7
orange,Zaid,44,16.6,89.1
cotton,Zaid,546,19.7,69.3
apple,Kharif,97,18.3,74.5
pulses,Zaid,158,22.4,89.7
groundnut,Zaid,107,18.6,57.3
cabbage,Kharif,24,22.7,74.0
rice,Rabi,173,13.0,80.1
orange,Kharif,32,23.4,71.5
apple,Zaid,87,17.3,56.6
grapes,Rabi,11,21.2,77.2
cauliflower,Kharif,20,18.8,67.5
potato,Zaid,73,13.3,56.9
potato,Zaid,69,25.0,73.2
tomato,Zaid,10,16.4,67.3
tomato,Rabi,10,17.7,55.1
maize,Rabi,148,15.4,77.0
grapes,Rabi,15,18.4,62.2
grapes,Kharif,14,18.8,72.6
grapes,Zaid,18,17.6,76.8
orange,Zaid,46,21.6,84.5
brinjal,Zaid,14,9.1,84.2
cotton,Zaid,287,16.4,79.1
chilli,Rabi,34,24.0,77.3
cauliflower,Kharif,22,15.6,66.5
mango,Zaid,18,17.5,83.0
soybean,Kharif,88,23.1,73.4
cauliflower,Rabi,18,19.7,79.4
mango,Zaid,17,21.2,69.2
brinjal,Rabi,13,19.0,62.6
chilli,Rabi,24,10.4,64.8
orange,Rabi,41,21.7,75.1
apple,Rabi,82,11.2,76.2
banana,Zaid,7,23.5,82.2
groundnut,Zaid,127,15.8,71.8
wheat,Rabi,225,24.1,86.7
sugarcane,Zaid,5,13.3,79.9
onion,Rabi,178,11.3,72.1
maize,Kharif,136,22.1,72.6
tomato,Rabi,4,18.8,74.1
wheat,Rabi,304,9.6,61.3
groundnut,Kharif,144,10.8,63.6
orange,Rabi,65,14.1,60.2
maize,Zaid,139,13.0,84.8
rice,Rabi,172,15.0,68.0
mango,Zaid,10,10.0,68.1
chilli,Zaid,36,18.8,57.2
grapes,Kharif,7,18.6,74.1
grapes,Rabi,17,14.2,55.9
sugarcane,Zaid,5,10.1,78.6
cauliflower,Zaid,11,14.4,80.6
grapes,Rabi,14,11.5,59.6
apple,Kharif,118,12.9,71.0
pulses,Kharif,273,13.9,78.5
groundnut,Kharif,193,18.3,76.9
groundnut,Kharif,215,8.1,75.2
soybean,Rabi,155,12.7,77.3
cauliflower,Kharif,9,14.8,60.8
potato,Rabi,97,15.3,88.5
groundnut,Rabi,128,16.1,68.1
groundnut,Kharif,111,21.7,77.5
cauliflower,Rabi,16,21.5,81.3
mango,Zaid,19,17.4,73.8
potato,Kharif,56,18.1,77.8
rice,Zaid,188,11.7,71.6
mango,Zaid,13,24.4,74.4
orange,Rabi,44,24.2,72.1
pulses,Zaid,154,11.9,68.6
tomato,Zaid,9,13.6,56.3
brinjal,Zaid,11,18.4,85.6
onion,Rabi,103,15.7,89.4
cauliflower,Kharif,22,18.7,61.8
chilli,Zaid,33,23.6,73.9
groundnut,Zaid,175,9.8,84.9
sugarcane,Kharif,5,23.6,58.8
orange,Zaid,75,21.2,73.8
cotton,Kharif,398,16.3,58.4
grapes,Rabi,17,22.0,78.0
orange,Kharif,30,23.0,55.8
tomato,Kharif,6,8.5,68.9
chilli,Rabi,26,9.4,84.8
cotton,Kharif,262,24.2,81.3
orange,Rabi,50,21.2,64.7
cabbage,Zaid,25,19.7,80.0
orange,Kharif,40,20.5,56.5
soybean,Rabi,150,21.2,74.5
chilli,Zaid,30,22.5,74.3
brinjal,Kharif,14,15.8,64.1
cotton,Rabi,437,21.6,88.2
tomato,Rabi,8,21.5,57.8
potato,Zaid,91,11.9,74.7
maize,Kharif,215,12.0,58.3
cotton,Kharif,526,17.3,79.0
brinjal,Kharif,8,21.9,82.1
grapes,Rabi,20,24.8,86.2
cauliflower,Rabi,12,11.6,83.4
grapes,Zaid,11,12.7,71.6
mango,Zaid,9,8.9,78.1
orange,Kharif,58,18.1,74.6
sugarcane,Kharif,3,22.1,68.7
pulses,Rabi,250,18.1,57.3
sugarcane,Rabi,3,9.3,82.7
tomato,Zaid,11,14.2,57.6
cabbage,Rabi,28,19.0,56.4
apple,Kharif,125,14.6,78.9
cauliflower,Kharif,8,11.1,86.6
groundnut,Rabi,233,24.7,66.3
cotton,Zaid,446,12.2,89.6
mango,Zaid,23,8.4,87.4
wheat,Zaid,238,10.8,72.8
wheat,Rabi,186,8.6,81.4
maize,Zaid,170,17.3,70.6
brinjal,Kharif,14,23.3,86.5
cotton,Rabi,557,20.7,64.6
rice,Rabi,290,13.4,86.1
apple,Rabi,142,23.7,75.6
onion,Zaid,106,20.9,75.5
maize,Rabi,182,19.0,71.9
orange,Zaid,67,23.3,81.0
wheat,Kharif,152,13.7,72.9
cotton,Zaid,385,21.8,84.0
maize,Kharif,101,17.1,56.5
banana,Zaid,7,14.6,65.6
pulses,Zaid,287,21.2,55.1
apple,Kharif,103,15.8,88.9
chilli,Kharif,31,20.3,80.1
banana,Kharif,7,16.1,82.8
grapes,Zaid,19,13.8,77.5
cauliflower,Kharif,14,10.7,63.4
maize,Rabi,126,15.3,85.4
onion,Rabi,130,17.5,66.0
mango,Zaid,20,20.4,72.9
maize,Rabi,140,18.9,78.7
wheat,Kharif,259,17.2,83.8
grapes,Kharif,9,16.9,75.4
tomato,Zaid,11,21.0,74.9
cabbage,Kharif,13,22.4,79.5
banana,Kharif,7,11.9,74.9
orange,Rabi,51,9.7,73.6
rice,Kharif,180,16.5,89.8
banana,Zaid,7,12.3,88.0
chilli,Rabi,30,24.6,65.2
soybean,Zaid,116,9.3,64.5
soybean,Kharif,145,20.1,63.4
apple,Kharif,117,20.0,80.5
pulses,Rabi,185,15.0,66.5
mango,Zaid,18,23.1,89.8
cabbage,Rabi,25,20.2,63.4
apple,Rabi,126,22.9,70.7
brinjal,Zaid,18,20.0,66.7
groundnut,Zaid,221,8.8,59.0
sugarcane,Rabi,3,24.2,65.1
cotton,Zaid,521,12.0,67.3
soybean,Zaid,159,21.1,61.6
wheat,Rabi,252,11.4,90.0
cotton,Rabi,565,8.7,67.2
soybean,Rabi,115,10.1,70.0
mango,Zaid,11,19.7,82.0
cotton,Kharif,537,19.4,78.3
apple,Kharif,138,21.1,81.3
banana,Kharif,7,19.8,79.1
soybean,Zaid,119,9.7,83.7
cotton,Rabi,496,22.2,80.9
tomato,Zaid,6,21.4,74.1
cauliflower,Kharif,15,18.9,73.3
cauliflower,Zaid,11,24.5,75.3
grapes,Zaid,9,25.0,81.9
sugarcane,Zaid,2,11.9,76.7
grapes,Zaid,15,22.5,73.6
orange,Rabi,27,8.1,69.5
cauliflower,Kharif,12,22.4,64.9
mango,Zaid,16,23.3,86.2
wheat,Zaid,213,15.5,62.2
banana,Zaid,7,20.8,75.6
grapes,Kharif,16,15.7,81.8
pulses,Rabi,223,20.0,58.1
wheat,Rabi,167,20.2,65.6
groundnut,Zaid,123,20.5,67.1
orange,Rabi,46,24.0,77.9
mango,Zaid,10,9.4,57.5
apple,Rabi,67,23.5,72.0
wheat,Kharif,255,20.5,85.3
brinjal,Kharif,9,10.9,78.5
chilli,Zaid,17,10.8,66.3
cotton,Kharif,300,20.3,87.4
mango,Zaid,23,20.1,79.3
mango,Zaid,23,24.6,69.6
tomato,Zaid,5,20.3,84.9
tomato,Kharif,5,20.7,87.2
wheat,Kharif,291,14.8,86.2
cotton,Kharif,440,24.2,55.9
chilli,Kharif,34,21.0,63.1
sugarcane,Zaid,2,21.2,64.4
sugarcane,Zaid,4,21.1,63.1
tomato,Kharif,4,21.0,76.1
pulses,Rabi,279,20.1,76.7
onion,Zaid,115,23.7,69.3
soybean,Zaid,113,24.9,63.6
maize,Zaid,191,8.0,66.4
brinjal,Kharif,10,17.9,73.8
brinjal,Zaid,9,16.2,67.1
potato,Zaid,59,16.3,79.2
pulses,Rabi,177,23.6,80.7
brinjal,Rabi,19,16.7,88.2
sugarcane,Rabi,3,14.0,87.4
mango,Zaid,20,12.0,60.0
onion,Zaid,152,21.4,67.2
mango,Zaid,11,12.8,75.5
banana,Kharif,7,14.3,76.9
sugarcane,Rabi,7,23.8,57.5
onion,Kharif,84,17.8,55.9
groundnut,Rabi,229,15.3,58.3
rice,Kharif,150,23.7,76.4
mango,Zaid,22,17.2,65.9
wheat,Zaid,224,12.5,81.9
wheat,Kharif,215,18.4,78.4
banana,Zaid,7,13.5,78.4
banana,Kharif,7,11.6,80.4
soybean,Kharif,155,19.4,85.7
tomato,Rabi,12,10.2,75.6
brinjal,Zaid,12,8.2,57.1
mango,Zaid,20,19.5,60.2
brinjal,Zaid,16,11.8,85.7
chilli,Kharif,20,22.4,87.3
potato,Kharif,106,15.7,60.6
orange,Zaid,75,24.7,60.4
mango,Zaid,21,13.1,68.1
sugarcane,Kharif,5,17.4,66.1
mango,Zaid,9,17.8,74.6
chilli,Rabi,18,18.2,63.1
chilli,Kharif,30,13.7,57.6
apple,Rabi,57,24.1,87.1
mango,Zaid,13,22.7,89.3
onion,Kharif,84,14.0,81.5
pulses,Zaid,269,16.3,76.3
soybean,Kharif,80,24.1,85.1
onion,Rabi,121,9.3,68.9
chilli,Rabi,22,14.0,64.3
soybean,Rabi,105,21.3,77.5
onion,Rabi,142,19.4,76.0
tomato,Rabi,4,19.1,73.7
banana,Zaid,7,21.3,77.1
onion,Zaid,145,16.1,60.8
wheat,Rabi,319,8.8,83.9
tomato,Kharif,7,14.8,84.7
chilli,Rabi,24,11.8,58.3
cotton,Zaid,302,8.1,55.9
maize,Zaid,204,9.8,58.9
orange,Zaid,26,11.5,58.1
mango,Zaid,9,11.8,55.3
mango,Zaid,18,14.0,87.6
apple,Rabi,63,16.4,65.6
grapes,Kharif,16,8.4,89.3
potato,Rabi,92,12.8,83.9
orange,Kharif,68,20.5,60.9
grapes,Kharif,7,20.1,75.2
cauliflower,Kharif,9,14.5,66.5
chilli,Zaid,23,24.8,84.1
rice,Kharif,240,11.1,63.2
cotton,Kharif,259,20.6,89.2
apple,Zaid,58,12.0,71.7
rice,Rabi,232,11.2,83.2
cabbage,Zaid,25,9.8,75.1
wheat,Kharif,249,20.2,71.5
tomato,Zaid,10,18.4,81.9
groundnut,Rabi,219,10.6,66.5
chilli,Rabi,24,17.2,59.0
wheat,Zaid,220,9.2,84.4
sugarcane,Zaid,4,10.4,64.0
wheat,Zaid,304,15.7,74.4
cotton,Kharif,390,11.4,70.1
apple,Rabi,178,21.4,72.6
grapes,Rabi,8,23.0,60.5
tomato,Kharif,8,18.2,71.2
maize,Kharif,213,19.8,75.8
maize,Rabi,131,23.5,62.5
wheat,Kharif,251,23.4,88.0
brinjal,Rabi,12,10.9,64.5
grapes,Kharif,10,20.4,75.5
mango,Zaid,15,20.2,70.8
pulses,Kharif,202,14.0,70.3
rice,Zaid,167,15.2,87.4
onion,Kharif,114,23.4,56.5
cotton,Rabi,564,23.2,88.8
mango,Zaid,8,11.8,88.5
wheat,Kharif,218,18.8,69.0
wheat,Kharif,239,21.4,73.9
cauliflower,Rabi,23,22.6,67.8
potato,Zaid,64,22.1,82.9
tomato,Rabi,10,23.0,74.5
pulses,Kharif,244,9.1,86.4
maize,Kharif,139,16.0,75.3
mango,Zaid,9,19.8,74.2
groundnut,Zaid,108,14.1,62.7
cauliflower,Rabi,11,24.2,77.2
apple,Kharif,160,23.7,74.2
maize,Rabi,142,8.3,83.5
grapes,Kharif,16,9.8,77.3
tomato,Zaid,6,23.1,63.1
banana,Kharif,7,9.9,64.5
wheat,Kharif,290,18.2,61.7
rice,Kharif,126,10.6,70.7
rice,Kharif,166,11.1,57.4
cotton,Kharif,502,12.6,86.9
sugarcane,Kharif,5,13.5,59.9
grapes,Kharif,13,12.9,62.5
maize,Kharif,190,21.9,66.8
brinjal,Rabi,14,12.5,55.6
groundnut,Zaid,157,15.6,83.7
onion,Zaid,153,22.4,66.2
cabbage,Rabi,30,16.2,68.0
onion,Rabi,114,13.0,74.7
rice,Rabi,181,11.5,89.9
tomato,Zaid,7,8.8,70.6
orange,Kharif,68,8.1,88.2
onion,Kharif,118,14.5,62.7
wheat,Rabi,207,9.5,82.6
soybean,Kharif,121,9.2,60.8
grapes,Zaid,8,15.3,58.4
orange,Kharif,47,13.9,73.5
cotton,Kharif,461,20.5,60.7
groundnut,Zaid,146,21.9,88.0
cotton,Kharif,432,10.5,88.9
sugarcane,Rabi,7,18.2,73.7
pulses,Rabi,356,10.8,56.4
cauliflower,Kharif,12,13.9,81.2
cabbage,Zaid,14,21.6,63.7
tomato,Rabi,10,14.6,73.1
groundnut,Zaid,203,17.1,55.2
chilli,Zaid,29,9.0,75.9
grapes,Zaid,10,17.2,79.2
apple,Zaid,158,14.2,74.3
banana,Kharif,7,19.3,68.7
wheat,Kharif,183,22.1,84.6
maize,Kharif,120,18.7,82.2
tomato,Zaid,10,18.2,61.8
cabbage,Zaid,27,10.0,55.0
rice,Rabi,176,9.9,89.1
wheat,Kharif,265,8.6,76.3
potato,Rabi,99,15.1,56.5
rice,Zaid,198,17.8,74.9
groundnut,Rabi,172,15.7,84.0
sugarcane,Rabi,6,13.7,78.4
chilli,Rabi,32,20.9,86.1
chilli,Zaid,37,17.0,75.3
cabbage,Zaid,15,20.3,55.9
cauliflower,Kharif,21,17.3,60.6
chilli,Kharif,30,19.4,80.2
brinjal,Rabi,17,19.5,63.8
chilli,Kharif,29,13.9,79.4
grapes,Rabi,16,9.1,81.0
groundnut,Rabi,173,8.9,72.6
maize,Rabi,239,22.5,79.5
grapes,Zaid,15,25.0,68.9
cauliflower,Zaid,20,10.0,61.2
cotton,Kharif,273,8.9,69.1
potato,Zaid,105,11.6,73.6
soybean,Rabi,166,9.5,75.3
rice,Kharif,200,18.9,59.6
groundnut,Zaid,192,20.2,72.8
grapes,Rabi,6,24.6,87.7
cauliflower,Zaid,23,17.3,63.0
cauliflower,Kharif,11,16.4,79.0
mango,Zaid,16,19.7,58.4
soybean,Kharif,97,11.7,61.0
brinjal,Zaid,19,19.9,85.1
banana,Kharif,7,21.3,89.8
cauliflower,Kharif,10,15.1,80.6
cotton,Zaid,496,24.1,58.3
tomato,Kharif,7,20.4,81.0
pulses,Zaid,237,8.2,77.5
cabbage,Rabi,24,19.0,59.3
soybean,Rabi,110,11.2,81.9
pulses,Rabi,311,10.3,77.9
chilli,Rabi,24,23.3,67.8
brinjal,Rabi,9,22.9,73.0
soybean,Zaid,115,20.7,56.7
brinjal,Kharif,11,22.8,74.6
maize,Zaid,112,18.7,72.7
cotton,Rabi,466,12.5,79.5
cotton,Kharif,529,10.2,74.8
chilli,Rabi,32,9.9,63.9
sugarcane,Zaid,2,24.5,71.0
orange,Rabi,27,11.7,87.9
cabbage,Kharif,21,16.0,74.2
tomato,Zaid,11,11.6,59.0
onion,Zaid,150,22.1,83.1
onion,Rabi,166,17.6,72.4
brinjal,Kharif,8,9.5,82.3
chilli,Kharif,30,18.4,74.2
grapes,Kharif,14,10.2,58.1
groundnut,Kharif,118,18.7,66.7
grapes,Rabi,11,18.3,89.3
apple,Rabi,78,9.3,81.8
maize,Rabi,138,11.5,74.8
banana,Kharif,7,22.3,61.3
rice,Rabi,194,22.4,55.9
sugarcane,Kharif,4,21.8,62.9
sugarcane,Zaid,5,19.8,68.6
groundnut,Rabi,216,13.3,68.9
banana,Rabi,7,18.0,62.4
brinjal,Kharif,10,12.9,67.9
sugarcane,Rabi,5,23.6,63.2
chilli,Zaid,22,23.9,85.5
groundnut,Kharif,178,13.3,59.2
cabbage,Rabi,17,9.8,83.7
sugarcane,Rabi,7,19.9,72.4
cabbage,Kharif,25,9.8,62.7
potato,Kharif,84,13.1,86.6
mango,Zaid,16,9.3,67.9
chilli,Kharif,32,17.6,87.2
mango,Zaid,17,14.7,83.3
wheat,Rabi,208,14.9,77.4
brinjal,Zaid,11,17.6,55.2
cotton,Zaid,274,14.4,76.0
sugarcane,Kharif,5,24.9,57.6
orange,Rabi,76,22.3,82.3
mango,Zaid,19,17.2,87.0
apple,Kharif,137,15.6,73.9
sugarcane,Zaid,3,17.5,85.6
maize,Rabi,115,10.2,74.0
maize,Rabi,132,11.5,69.1
rice,Zaid,284,21.9,60.4
cabbage,Rabi,29,24.4,85.7
onion,Rabi,151,13.4,72.8
sugarcane,Kharif,5,12.4,65.6
wheat,Zaid,265,22.9,64.5
cabbage,Rabi,14,21.6,87.8
cotton,Kharif,277,9.6,72.9
cauliflower,Kharif,16,15.5,89.8
wheat,Zaid,300,12.5,72.8
groundnut,Kharif,201,21.5,64.3
soybean,Zaid,96,10.9,58.8
rice,Kharif,229,10.8,67.3
sugarcane,Zaid,4,11.3,86.0
wheat,Zaid,245,11.1,80.8
cabbage,Zaid,16,12.4,60.8
tomato,Zaid,6,9.0,60.6
rice,Kharif,127,9.7,60.6
brinjal,Zaid,15,18.9,70.5
onion,Zaid,157,18.4,71.7
groundnut,Zaid,192,17.8,72.2
banana,Rabi,7,11.6,58.5
tomato,Kharif,5,14.2,65.7
sugarcane,Zaid,6,23.3,85.5
maize,Kharif,165,9.7,56.1
soybean,Rabi,112,13.4,83.9
wheat,Rabi,328,14.7,77.3
tomato,Kharif,6,17.3,65.9
brinjal,Rabi,13,23.3,59.6
tomato,Rabi,12,19.6,72.0
cabbage,Rabi,16,24.3,67.4
cabbage,Rabi,18,16.9,59.0
onion,Rabi,155,9.2,72.4
brinjal,Kharif,18,14.3,77.5
rice,Zaid,177,13.6,61.6
grapes,Rabi,18,21.9,63.5
orange,Kharif,51,17.7,85.2
soybean,Zaid,106,22.0,72.3
wheat,Rabi,248,21.9,78.5
sugarcane,Kharif,6,20.7,66.8
grapes,Rabi,6,10.8,75.1
groundnut,Rabi,115,10.7,64.0
cotton,Rabi,373,15.6,59.0
rice,Kharif,219,13.9,58.3
mango,Zaid,12,20.6,62.7
cotton,Rabi,492,12.4,77.1
pulses,Zaid,240,24.2,86.4
banana,Zaid,7,24.8,73.3
sugarcane,Kharif,6,8.5,73.3
rice,Kharif,214,9.7,76.5
orange,Zaid,33,15.7,82.7
chilli,Zaid,29,11.4,77.3
grapes,Kharif,16,23.2,83.9
chilli,Rabi,36,9.2,68.9
tomato,Kharif,5,13.8,88.0
onion,Zaid,157,12.0,64.6
cotton,Zaid,479,16.9,55.8
pulses,Zaid,281,12.2,66.4
mango,Zaid,10,16.5,60.9
orange,Rabi,27,20.0,61.7
tomato,Kharif,8,18.0,76.0
wheat,Zaid,186,22.6,80.9
apple,Zaid,137,14.1,57.3
onion,Kharif,108,23.6,73.7
potato,Rabi,63,9.2,75.1
onion,Kharif,141,17.3,83.3
